DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
161424981,10/02/2016,10/02/2016,1800,14,Pacific,1458,997,TRAFFIC COLLISION,3004 3025 3035 3037 3101 3401 3701 4027,63,M,H,101,STREET,SLAUSON,BRADDOCK,"(33.994, -118.4074)",24678,917,873,10,10,85
161427626,11/10/2016,11/07/2016,1800,14,Pacific,1407,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4014,62,F,W,101,STREET,VENICE                       BL,VINTON                       AV,"(34.0211, -118.4029)",23451,882,981,,6,74
161506318,02/11/2016,02/09/2016,1800,15,N Hollywood,1562,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4015,45,F,W,101,STREET,LAUREL CANYON                BL,VENTURA                      BL,"(34.1544, -118.3965)",8890,345,1336,,5,84
161511064,05/06/2016,05/06/2016,1800,15,N Hollywood,1586,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4015,27,M,A,101,STREET,UNIVERSAL HOLLYWOOD          DR,LANKERSHIM                   BL,"(34.1425, -118.3643)",8492,349,708,,5,84
161516120,08/07/2016,08/07/2016,1800,15,N Hollywood,1538,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4026,20,F,W,101,STREET,FAIR                         AV,BURBANK                      BL,"(34.1722, -118.3746)",8488,198,1077,,5,13
161507581,03/05/2016,03/05/2016,1800,15,N Hollywood,1585,997,TRAFFIC COLLISION,3004 3036 3602 3026 3101 3401 3701 4026,66,M,W,101,STREET,VENTURA                      BL,RIVERTON                     AV,"(34.1394, -118.3675)",8492,349,973,6,5,84
161506144,02/08/2016,02/08/2016,1800,15,N Hollywood,1566,997,TRAFFIC COLLISION,3028 3004 3037 3030 3101 3401 3701 4026,21,F,O,101,STREET,VINELAND                     AV,MOORPARK                     ST,"(34.1504, -118.3703)",8489,343,701,,7,5
161516603,08/16/2016,08/16/2016,1800,15,N Hollywood,1522,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,56,F,F,101,STREET,SHERMAN                      WY,COLDWATER CANYON             AV,"(34.2012, -118.4138)",8888,163,493,,5,71
161507802,03/09/2016,03/09/2016,1800,15,N Hollywood,1596,997,TRAFFIC COLLISION,3006 3037 3025 3101 3401 3701 4026,33,F,W,101,STREET,VENTURA                      BL,VINELAND                     AV,"(34.1405, -118.3702)",8492,349,708,6,5,84
161514824,07/15/2016,07/15/2016,1800,15,N Hollywood,1515,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 3401 3701 4026,99,M,O,101,STREET,VANOWEN                      ST,MORELLA                      AV,"(34.194, -118.39)",8888,174,480,,5,14
161506131,02/08/2016,02/07/2016,1800,15,N Hollywood,1522,997,TRAFFIC COLLISION,3006 3032 3037 3030 3028 3101 3401 3701 4026,78,M,A,101,STREET,COLDWATER CANYON             AV,VICTORY                      BL,"(34.1867, -118.4137)",8889,187,392,,5,70
161509132,04/04/2016,04/04/2016,1800,15,N Hollywood,1515,997,TRAFFIC COLLISION,3030 3037 3028 3101 3401 3701 4026 3006 3032,37,F,A,108,PARKING LOT,VOSE                         ST,LAUREL CANYON                BL,"(34.1985, -118.3965)",8888,174,495,,5,14
161511254,05/10/2016,05/10/2016,1800,15,N Hollywood,1522,997,TRAFFIC COLLISION,3004 3030 3028 3101 3701 4015 3037,26,M,H,101,STREET,VANOWEN                      ST,COLDWATER CA                 AV,"(34.1936, -118.4166)",8889,182,392,,5,70
161513492,06/20/2016,06/20/2016,1800,15,N Hollywood,1588,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4015,35,F,W,101,STREET,CAHUENGA                     BL,BARHAM                       BL,"(34.134, -118.345)",24033,407,715,,7,82
161509737,04/14/2016,04/01/2016,1800,15,N Hollywood,1529,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4015,59,F,H,101,STREET,VINELAND                     AV,VICTORY                      BL,"(34.1867, -118.3703)",8889,172,487,,5,13
161514654,07/12/2016,07/10/2016,1800,15,N Hollywood,1535,997,TRAFFIC COLLISION,3006 3028 3101 3401 3701 4015 3030 3037,48,M,O,101,STREET,TUJUNGA                      AV,FARMDALE                     ST,"(34.1758, -118.3834)",8488,192,813,,5,13
161509065,04/03/2016,04/03/2016,1800,15,N Hollywood,1547,997,TRAFFIC COLLISION,3004 3036 3028 3034 3101 3401 3701 4026,,M,W,101,STREET,MAGNOLIA                     BL,TUJUNGA                      AV,"(34.1649, -118.379)",8488,,322,,5,13
161515989,08/03/2016,08/03/2016,1800,15,N Hollywood,1591,997,TRAFFIC COLLISION,3006 3030 3028 3102 3401 3701 4015 3037 3032,37,F,H,101,STREET,LAUREL CANYON                BL,VENTURA                      BL,"(34.1436, -118.3953)",8492,352,710,6,5,84
161515690,07/29/2016,07/29/2016,1800,15,N Hollywood,1521,997,TRAFFIC COLLISION,3008 3026 3101 3401 3701 4015 3036,55,M,H,101,STREET,SHERMAN                      WY,FULTON                       AV,"(34.2012, -118.4225)",8888,,286,,5,71
161512681,06/07/2016,06/03/2016,1800,15,N Hollywood,1523,997,TRAFFIC COLLISION,3004 3037 3030 3028 3032 3102 3401 3701 4015 3034,48,M,W,101,STREET,VICTORY                      BL,COLDWATER CANYON             AV,"(34.1867, -118.4137)",8889,187,392,,5,70
161514717,07/14/2016,07/13/2016,1800,15,N Hollywood,1517,997,TRAFFIC COLLISION,3004 3037 3034 3025 3101 3401 3701 4026,36,M,H,101,STREET,VINELAND                     AV,VANOWEN                      ST,"(34.194, -118.3703)",8888,172,1076,,5,14
161514046,06/30/2016,06/30/2016,1800,15,N Hollywood,1591,997,TRAFFIC COLLISION,3004 3028 3101 3401 3701 4015 3037,61,M,W,101,STREET,VENTURA                      BL,GOODLAND                     AV,"(34.1449, -118.4117)",8492,352,1236,6,5,84
161513646,06/23/2016,06/23/2016,1800,15,N Hollywood,1532,997,TRAFFIC COLLISION,3006 3030 3037 3028 3101 3401 3701 4026 3032,,M,W,101,STREET,BURBANK                      BL,WHITSETT                     AV,"(34.1722, -118.4052)",8890,188,504,,5,70
161516770,08/20/2016,08/20/2016,1800,15,N Hollywood,1504,997,TRAFFIC COLLISION,3004 3030 3037 3028 3101 3401 3701 4026,26,F,O,101,STREET,SATICOY                      ST,LANKERSHIM                   BL,"(34.2085, -118.3878)",8888,160,473,,3,14
161507805,03/09/2016,03/08/2016,1800,15,N Hollywood,1596,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 3401 3701 4026,28,F,W,101,STREET,VENTURA                      BL,ARCH                         DR,"(34.1409, -118.3713)",8492,349,389,6,5,84
161512644,06/07/2016,06/06/2016,1800,15,N Hollywood,1503,997,TRAFFIC COLLISION,3006 3037 3030 3028 3102 3401 3701 4026,23,F,W,101,STREET,LAUREL CANYON                BL,SATICOY                      ST,"(34.2085, -118.3965)",8888,160,473,,3,14
161522608,12/03/2016,12/03/2016,1800,15,N Hollywood,1591,997,TRAFFIC COLLISION,3004 3036 3025 3101 3401 3701 4015,38,M,W,101,STREET,VENTURA,LAURELGROVE,"(34.1429, -118.403)",8492,352,710,6,5,84
161522998,12/12/2016,12/12/2016,1800,15,N Hollywood,1599,997,TRAFFIC COLLISION,3004 3030 3037 3028 3101 3401 3701 4026,33,F,H,101,STREET,CAHUENGA                     BL,BARHAM                       BL,"(34.1284, -118.3472)",24033,350,713,11,7,82
161517920,09/09/2016,09/07/2016,1800,15,N Hollywood,1532,997,TRAFFIC COLLISION,3032 3037 3003 3029 3026 3101 3401 3701 4015,,M,O,104,DRIVEWAY,LAUREL CANYON                BL,EMELITA                      ST,"(34.1763, -118.3965)",8890,190,504,,5,70
161605351,02/03/2016,02/03/2016,1800,16,Foothill,1611,997,TRAFFIC COLLISION,3004 3028 3030 3037 3101 3401 3701 4026,,F,H,101,STREET,GLENOAKS                     BL,VAUGHN                       ST,"(34.2826, -118.4212)",18910,23,375,,1,11
161516910,08/22/2016,08/22/2016,1800,15,N Hollywood,1539,997,TRAFFIC COLLISION,3004 3025 3036 3101 3401 3701 4026,22,M,H,101,STREET,HATTERAS                     ST,VINELAND                     AV,"(34.1758, -118.3703)",8488,197,1077,,5,13
161606913,03/12/2016,03/12/2016,1800,16,Foothill,1611,997,TRAFFIC COLLISION,3028 3037 3101 3401 3701 4016 3006 3030,33,M,O,101,STREET,WOODCOCK                     AV,DEL SUR                      ST,"(34.2806, -118.4259)",18910,23,375,,1,11
161518271,09/17/2016,09/16/2016,1800,15,N Hollywood,1581,997,TRAFFIC COLLISION,3004 3037 3034 3026 3101 3401 3701 4026,54,M,W,101,STREET,MOORPARK                     ST,LAUREL CANYON                BL,"(34.1504, -118.3965)",8492,345,1340,,5,84
161517454,08/31/2016,08/31/2016,1800,15,N Hollywood,1555,997,TRAFFIC COLLISION,3004 3037 3028 3101 3401 3701 4026 3030,22,M,W,101,STREET,VINELAND                     AV,CAMARILLO                    ST,"(34.1577, -118.3703)",8489,211,1231,,5,13
161606241,02/26/2016,02/26/2016,1800,16,Foothill,1618,997,TRAFFIC COLLISION,3037 3006 3030 3028 3101 3401 3701 4026,57,M,W,101,STREET,GLEASON                      AV,FOOTHILL                     BL,"(34.2796, -118.3046)",3222,2339,529,8,1,9
161523049,12/08/2016,12/08/2016,1800,15,N Hollywood,1501,997,TRAFFIC COLLISION,3009 3024 3037 3101 3401 3701 4015,27,M,W,104,DRIVEWAY,SATICOY                      ST,ETHEL                        AV,"(34.2074, -118.4182)",8888,163,463,,5,71
161522519,12/02/2016,12/02/2016,1800,15,N Hollywood,1525,997,TRAFFIC COLLISION,3004 3029 3026 3101 3401 3701 4015 3037,33,F,W,101,STREET,WHITSETT                     AV,VICTORY                      BL,"(34.1826, -118.3916)",8889,189,546,,5,13
161523795,12/24/2016,12/24/2016,1800,15,N Hollywood,1581,997,TRAFFIC COLLISION,3004 3036 3026 3101 3701 4015,27,M,O,101,STREET,COLDWATER CANYON             AV,BLOOMFIELD                   ST,"(34.1493, -118.4138)",8492,346,1230,,5,84
161604634,01/17/2016,01/17/2016,1800,16,Foothill,1675,997,TRAFFIC COLLISION,3004 3026 3036 3101 3401 3701 4016,37,F,W,101,STREET,NETTLETON                    ST,SUNLAND                      BL,"(34.2254, -118.3658)",19335,154,1371,,3,21
161522914,12/10/2016,12/09/2016,1800,15,N Hollywood,1512,997,TRAFFIC COLLISION,3004 3026 3029 3037 3101 3401 3701 4026,48,F,W,101,STREET,SHERMAN                      WY,BELLAIRE                     AV,"(34.2012, -118.4094)",8888,180,1503,,5,71
161521981,11/22/2016,11/22/2016,1800,15,N Hollywood,1526,997,TRAFFIC COLLISION,3006 3030 3037 3028 3101 3401 3701 4015,57,M,W,101,STREET,TUJUNGA                      AV,VICTORY                      BL,"(34.1867, -118.379)",8889,196,1076,,5,13
161607228,03/22/2016,03/21/2016,1800,16,Foothill,1651,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4016,,F,H,101,STREET,LAUREL CANYON                BL,KELOWNA                      ST,"(34.2491, -118.4219)",18907,36,960,,1,11
161518141,09/13/2016,09/11/2016,1800,15,N Hollywood,1566,997,TRAFFIC COLLISION,3004 3036 3025 3101 3401 3701 4015,56,F,W,101,STREET,RIVERSIDE                    DR,VINELAND                     AV,"(34.1524, -118.3703)",8489,343,701,,7,13
161517463,09/01/2016,08/31/2016,1800,15,N Hollywood,1503,997,TRAFFIC COLLISION,3004 3026 3037 3101 3401 3701 4015 3602,57,M,H,101,STREET,VANOWEN                      ST,BELLINGHAM                   AV,"(34.194, -118.3987)",8888,178,495,,5,14
161605377,02/04/2016,02/01/2016,1800,16,Foothill,1684,997,TRAFFIC COLLISION,3006 3028 3030 3037 3101 3401 3701 4026,27,M,O,101,STREET,MORELLA                      AV,STAGG                        ST,"(34.2121, -118.39)",8888,161,473,,3,14
161604341,01/07/2016,01/07/2016,1800,16,Foothill,1676,997,TRAFFIC COLLISION,3006 3030 3028 3102 3401 3701 4016 3032 3037,61,F,O,101,STREET,GLENOAKS                     BL,SUNLAND                      BL,"(34.2287, -118.3665)",19335,155,1371,,3,21
161522628,12/05/2016,12/05/2016,1800,15,N Hollywood,1591,997,TRAFFIC COLLISION,3006 3030 3028 3037 3101 3401 3701 4026 3032,26,F,W,108,PARKING LOT,VENTURA                      BL,LAUREL CANYON                BL,"(34.1436, -118.3953)",8492,352,710,6,5,84
161521979,11/22/2016,11/22/2016,1800,15,N Hollywood,1586,997,TRAFFIC COLLISION,3006 3030 0337 3028 3101 3401 3701 4026,27,F,O,101,STREET,LANKERSHIM,UNIVERSAL HO,"(34.1425, -118.3643)",8492,349,708,,5,84
161517255,08/26/2016,08/26/2016,1800,15,N Hollywood,1512,997,TRAFFIC COLLISION,3003 3036 3026 3101 3401 3701 4015 3029,31,M,H,101,STREET,VANOWEN                      ST,BELLAIRE                     AV,"(34.194, -118.4094)",8888,180,493,,5,71
161612916,08/17/2016,08/17/2016,1800,16,Foothill,1657,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 3401 3701 4016,,F,H,101,STREET,FERNGLEN                     AV,VALMONT                      ST,"(34.2523, -118.2943)",3222,3,1270,18,1,7
161617944,12/31/2016,12/31/2016,1800,16,Foothill,1668,997,TRAFFIC COLLISION,3004 3036 3034 3028 3101 3401 3701 4026,28,M,W,101,STREET,FOOTHILL                     BL,TUJUNGA CANYON               BL,"(34.2476, -118.2794)",3222,4,538,18,1,7
161614175,09/15/2016,09/15/2016,1800,16,Foothill,1667,997,TRAFFIC COLLISION,3004 3036 3602 3026 3101 3401 3701 4016,67,F,W,101,STREET,LA TUNA CANYON               RD,WHEATLAND                    AV,"(34.234, -118.3618)",19335,10,1512,8,1,9
161704168,01/05/2016,12/29/2015,1800,17,Devonshire,1785,997,TRAFFIC COLLISION,,37,F,H,101,STREET,RESEDA,NORDHOFF,"(34.2355, -118.5361)",18513,108,939,,2,77
161609587,05/18/2016,05/17/2016,1800,16,Foothill,1643,997,TRAFFIC COLLISION,3004 3030 3028 3101 3401 3701 4016 3037,38,F,H,101,STREET,SAN FERNANDO                 RD,PIERCE                       ST,"(34.2631, -118.4189)",18907,29,409,,1,11
161616314,11/11/2016,11/11/2016,1800,16,Foothill,1675,997,TRAFFIC COLLISION,3004 3036 3029 3026 3101 3401 3701 4016 0605,23,F,H,101,STREET,GLENOAKS                     BL,TUXFORD                      ST,"(34.236, -118.3729)",19335,155,1371,8,3,21
161614856,10/05/2016,10/05/2016,1800,16,Foothill,1665,997,TRAFFIC COLLISION,3006 3028 3101 3401 3701 4016 3032 3037,,M,O,101,STREET,DRONFIELD                    AV,WICKS                        ST,"(34.2486, -118.3738)",19335,155,1222,8,1,9
161615896,11/03/2016,10/31/2016,1800,16,Foothill,1658,997,TRAFFIC COLLISION,3006 3030 3037 3028 3101 3401 3701 4026,53,F,W,108,PARKING LOT,TUJUNGA CANYON,FOOTHILL,"(34.248, -118.2768)",3222,4,538,,1,7
161610405,06/10/2016,06/09/2016,1800,16,Foothill,1638,997,TRAFFIC COLLISION,3030 3037 3028 3101 3401 3701 4026 3006,70,M,O,101,STREET,HELENDALE                    AV,SUMMITROSE                   ST,"(34.2596, -118.296)",3222,1,1270,,1,7
161615899,11/02/2016,11/02/2016,1800,16,Foothill,1693,997,TRAFFIC COLLISION,3004 3030 3028 3101 4016,,M,X,101,STREET,7900    SHADYGLADE                   AV,,"(34.2142, -118.4021)",8888,153,472,,5,14
161607453,03/25/2016,03/25/2016,1800,16,Foothill,1641,997,TRAFFIC COLLISION,3004 3028 3030 3032 3037 3101 3401 3701 4016,33,M,H,101,STREET,LAUREL CANYON                BL,VAN NUYS                     BL,"(34.2588, -118.4321)",18907,27,408,,1,11
161616519,11/19/2016,11/18/2016,1800,16,Foothill,1677,997,TRAFFIC COLLISION,3004 3030 3028 3037 3101 3401 3701 4026,36,M,O,101,STREET,GLENOAKS                     BL,HOLLYWOOD                    WY,"(34.213, -118.3482)",20148,8,1513,,5,21
161610221,06/05/2016,06/04/2016,1800,16,Foothill,1678,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3701 4026,81,M,O,101,STREET,TUXFORD                      ST,GLENOAKS                     BL,"(34.2297, -118.339)",19335,10,1512,8,1,9
161611526,07/12/2016,07/12/2016,1800,16,Foothill,1642,997,TRAFFIC COLLISION,3006 3030 3037 3028 3101 3401 3701 4026,31,F,H,101,STREET,KEWEN                        AV,TERRA BELLA                  ST,"(34.2564, -118.4209)",18907,30,255,,1,11
161609015,04/28/2016,04/28/2016,1800,16,Foothill,1651,997,TRAFFIC COLLISION,3006 3037 3030 3028 3101 3401 3701 4016,35,M,H,101,STREET,KELOWNA                      ST,OMELVENY                     AV,"(34.2503, -118.4202)",18907,35,960,,1,11
161612077,07/28/2016,07/26/2016,1800,16,Foothill,1617,997,TRAFFIC COLLISION,3011 3037 3028 3032 3030 3102 3401 3701 4026,64,M,W,101,STREET,SHERMAN GROVE                AV,FENWICK                      ST,"(34.2619, -118.3196)",3221,13,531,18,1,7
161616520,11/19/2016,11/18/2016,1800,16,Foothill,1698,997,TRAFFIC COLLISION,3006 3030 3037 3028 3101 3401 3701 4026,33,M,W,101,STREET,GLENOAKS                     BL,WHEATLAND                    AV,"(34.214, -118.3591)",19335,167,1374,,5,21
161616271,11/10/2016,11/09/2016,1800,16,Foothill,1637,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4016 0605,,F,X,101,STREET,FENWICK                      ST,MCVINE                       AV,"(34.2612, -118.3114)",3221,12,531,,1,7
161612259,08/01/2016,08/01/2016,1800,16,Foothill,1654,997,TRAFFIC COLLISION,3037 3030 3028 3101 3401 3701 4016 3006,36,M,W,101,STREET,BRANFORD                     ST,GLENOAKS                     BL,"(34.2554, -118.3934)",18907,32,330,,1,9
161616810,11/27/2016,11/25/2016,1800,16,Foothill,1689,997,TRAFFIC COLLISION,3004 3030 3028 3101 3401 3701 4016,40,F,W,101,STREET,VINELAND,ROSCOE,"(34.2215, -118.3703)",19335,166,272,,3,21
161612847,08/16/2016,08/16/2016,1800,16,Foothill,1612,997,TRAFFIC COLLISION,3037 3030 3028 3101 3401 3701 4016 3006,,M,O,101,STREET,NORRIS                       AV,VAN NUYS                     BL,"(34.2712, -118.417)",18907,24,1376,,1,11
161608242,04/15/2016,04/15/2016,1800,16,Foothill,1621,997,TRAFFIC COLLISION,3025 3101 3401 3701 4016 3009 3037,25,M,H,101,STREET,LAUREL CANYON                BL,CARL                         ST,"(34.2627, -118.4347)",18907,25,505,,1,11
161614884,10/05/2016,10/05/2016,1800,16,Foothill,1693,997,TRAFFIC COLLISION,3004 3602 3026 3101 3401 3701 4015 3037,66,F,X,101,STREET,STRATHERN                    ST,WHITSETT                     AV,"(34.2158, -118.4053)",8888,152,1101,,5,71
161613061,08/21/2016,08/21/2016,1800,16,Foothill,1634,997,TRAFFIC COLLISION,3030 3028 3101 3401 3701 4016 3006 3037,60,F,O,101,STREET,FOOTHILL                     BL,OSBORNE                      ST,"(34.2736, -118.3938)",18912,18,248,,1,9
161616734,11/23/2016,11/23/2016,1800,16,Foothill,1687,997,TRAFFIC COLLISION,3003 3026 3101 3401 3701 4016,34,M,H,101,STREET,VINELAND,LORNE,"(34.2175, -118.3703)",19335,166,272,,3,21
161714964,08/11/2016,08/11/2016,1800,17,Devonshire,1767,997,TRAFFIC COLLISION,3006 3037 3028 3101 3401 3701 4017 3030,24,F,W,101,STREET,PRAIRIE                      ST,RESEDA                       BL,"(34.2391, -118.5361)",18513,108,939,,2,77
161706952,02/29/2016,02/29/2016,1800,17,Devonshire,1791,997,TRAFFIC COLLISION,3004 3029 3026 3101 3401 3701 4017 3037,35,F,H,101,STREET,DE SOTO                      AV,BRYANT                       ST,"(34.227, -118.5885)",4279,103,372,,4,66
161714718,08/09/2016,08/09/2016,1800,17,Devonshire,1735,997,TRAFFIC COLLISION,3037 3025 3101 3401 3701 4017 3004,58,M,X,101,STREET,CHATSWORTH                   ST,LINDLEY                      AV,"(34.2645, -118.5272)",19329,83,1534,39,2,79
161706102,02/15/2016,02/15/2016,1800,17,Devonshire,1762,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,29,F,H,101,STREET,LASSEN                       ST,VARIEL                       AV,"(34.25, -118.5929)",4284,99,233,,2,43
161713187,07/12/2016,07/12/2016,1800,17,Devonshire,1717,997,TRAFFIC COLLISION,3003 3036 3029 3025 3101 3401 3701 4017,21,F,W,101,STREET,HAYVENHURST                  AV,118                          FY,"(34.275, -118.4934)",19329,56,383,,2,78
161706128,02/16/2016,02/16/2016,1800,17,Devonshire,1794,997,TRAFFIC COLLISION,3037 3025 3101 3401 3701 4026 3009,21,M,A,101,STREET,RESEDA                       BL,CHASE                        ST,"(34.2246, -118.5361)",18513,113,590,,2,65
161713247,07/13/2016,07/13/2016,1800,17,Devonshire,1762,997,TRAFFIC COLLISION,3030 3028 3032 3037 3101 3401 3701 4026 3006,26,F,O,101,STREET,DE SOTO                      AV,LASSEN                       ST,"(34.25, -118.5886)",4284,99,233,,2,43
161709181,04/21/2016,04/21/2016,1800,17,Devonshire,1729,997,TRAFFIC COLLISION,3004 3037 3030 3028 3101 3401 3701 4026,23,F,O,101,STREET,RINALDI                      ST,SHOSHONE                     AV,"(34.2794, -118.5165)",19329,54,1409,,2,78
161709206,04/20/2016,04/20/2016,1800,17,Devonshire,1787,997,TRAFFIC COLLISION,3006 3030 3028 3101 3401 3701 4017 3037 3032,41,F,W,101,STREET,ZELZAH                       AV,LASSEN                       ST,"(34.2504, -118.5233)",18906,105,497,,2,87
161708696,04/12/2016,04/05/2016,1800,17,Devonshire,1764,997,TRAFFIC COLLISION,3006 3028 3030 3032 3037 3104 3401 3701 4017,42,M,W,101,STREET,TAMPA                        AV,PLUMMER                      ST,"(34.2428, -118.5536)",18513,97,306,,2,77
161706006,02/12/2016,02/12/2016,1800,17,Devonshire,1758,997,TRAFFIC COLLISION,3008 3036 3026 3101 3401 3701 4026,24,M,H,101,STREET,LASSEN                       ST,CANOGA                       AV,"(34.2537, -118.4863)",18914,76,393,,2,88
161707277,03/10/2016,03/10/2016,1800,17,Devonshire,1761,997,TRAFFIC COLLISION,3011 3034 3026 3101 3401 3701 4017 3037,,M,W,101,STREET,OWENSMOUTH                   AV,NORDHOFF                     ST,"(34.2355, -118.6018)",4284,96,1418,,2,43
161709852,05/04/2016,05/04/2016,1800,17,Devonshire,1771,997,TRAFFIC COLLISION,3004 3036 3025 3101 3401 3701 4017,53,F,W,101,STREET,PLUMMER                      ST,WINNETKA                     AV,"(34.2427, -118.5712)",4284,98,238,,2,43
161707226,03/09/2016,03/09/2016,1800,17,Devonshire,1701,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,39,M,F,101,STREET,STONE GATE                   WY,FALCON RIDGE                 WY,"(34.2921, -118.5653)",18905,65,1531,,2,48
161713039,07/06/2016,07/06/2016,1800,17,Devonshire,1705,997,TRAFFIC COLLISION,3004 3026 3037 3101 3401 3701 4017,73,M,W,101,STREET,SAN FERNANDO                 RD,BALBOA                       BL,"(34.32, -118.4967)",19329,50,1530,,2,78
161709434,04/23/2016,04/23/2016,1800,17,Devonshire,1797,997,TRAFFIC COLLISION,3006 3030 3028 3101 3401 3701 4017 3032 3037,25,M,H,101,STREET,PARTHENIA                    ST,HASKELL                      AV,"(34.2281, -118.4913)",18914,120,422,,2,88
161712707,07/01/2016,07/01/2016,1800,17,Devonshire,1764,997,TRAFFIC COLLISION,3004 3037 3028 3101 3401 3701 4010 3030,39,M,W,101,STREET,PLUMMER                      ST,CORBIN                       AV,"(34.2428, -118.5623)",18513,97,306,,2,77
161709523,04/27/2016,04/26/2016,1800,17,Devonshire,1756,997,TRAFFIC COLLISION,3004 3036 3026 3101 3401 3701 4017,64,M,H,101,STREET,DEVONSHIRE                   ST,WHITE OAK                    AV,"(34.2576, -118.5198)",18514,84,276,,2,87
161705662,02/03/2016,02/03/2016,1800,17,Devonshire,1781,997,TRAFFIC COLLISION,3028 3037 3006 3030 3101 3401 3701 4017,,X,X,101,STREET,NORDHOFF                     ST,LURLINE                      AV,"(34.2355, -118.5842)",4284,102,314,,2,43
161710676,05/23/2016,05/21/2016,1800,17,Devonshire,1735,997,TRAFFIC COLLISION,3004 3037 3025 3101 3401 3701 4019,23,M,W,101,STREET,BALBOA                       BL,SAN FERNANDO MISSION         BL,"(34.272, -118.5022)",19329,77,934,39,2,79
161705316,01/27/2016,01/27/2016,1800,17,Devonshire,1722,997,TRAFFIC COLLISION,3006 3037 3026 3102 3401 3701 4017 3032,,F,W,101,STREET,DEVONSHIRE                   ST,CANOGA                       AV,"(34.2573, -118.5973)",4284,89,1256,4,2,43
161707268,03/10/2016,03/10/2016,1800,17,Devonshire,1785,997,TRAFFIC COLLISION,3004 3037 3026 3101 3401 3701 4026,24,F,H,101,STREET,NORDHOFF                     ST,ETIWANDA                     AV,"(34.2355, -118.5317)",18514,105,1421,,2,87
161710235,05/12/2016,05/12/2016,1800,17,Devonshire,1794,997,TRAFFIC COLLISION,3004 3036 3029 3025 3101 3401 3701 4026,33,M,W,101,STREET,PARTHENIA                    ST,AMIGO                        AV,"(34.2283, -118.5383)",18513,113,246,,2,65
161705966,02/11/2016,02/11/2016,1800,17,Devonshire,1785,997,TRAFFIC COLLISION,3006 3030 3037 3028 3101 3401 3701 4026,20,M,O,101,STREET,DARBY                        AV,NORDHOFF                     ST,"(34.2355, -118.5338)",18514,105,1539,,2,87
161705103,01/24/2016,01/24/2016,1800,17,Devonshire,1783,997,TRAFFIC COLLISION,3004 3028 3030 3037 3101 3401 3701 4017,60,M,H,101,STREET,TAMPA                        AV,NORDHOFF                     ST,"(34.2355, -118.5536)",18513,97,306,,2,77
161718175,10/17/2016,10/17/2016,1800,17,Devonshire,1722,997,TRAFFIC COLLISION,3003 3026 3032 3037 3102 3401 3701 4017,59,F,W,108,PARKING LOT,DEVONSHIRE                   ST,JORDAN                       AV,"(34.2573, -118.6039)",4284,89,365,4,2,43
161716415,09/14/2016,09/14/2016,1800,17,Devonshire,1753,997,TRAFFIC COLLISION,3037 3030 3028 3032 3102 3401 3701 4026 3004,38,F,O,301,GAS STATION,MASON                        AV,DEVONSHIRE                   ST,"(34.2573, -118.5798)",4284,87,230,4,2,43
161717872,10/12/2016,10/12/2016,1800,17,Devonshire,1752,997,TRAFFIC COLLISION,3004 3026 3036 3101 3401 3701 4026,43,M,O,101,STREET,DE SOTO                      AV,DEVONSHIRE                   ST,"(34.2572, -118.5885)",4284,99,236,4,2,43
161808450,03/29/2016,03/29/2016,1800,18,Southeast,1804,997,TRAFFIC COLLISION,4025 3036 3004 3026 3602 3101,20,M,H,101,STREET,WADSWORTH                    AV,87TH                         ST,"(33.9593, -118.2586)",22351,798,1175,7,13,45
161715930,09/04/2016,09/03/2016,1800,17,Devonshire,1749,997,TRAFFIC COLLISION,3030 3028 3037 3101 3401 3701 4026 3006,24,M,O,101,STREET,DANUBE                       AV,FORGE                        PL,"(34.2634, -118.4747)",19329,75,394,,2,79
161720079,11/12/2016,11/12/2016,1800,17,Devonshire,1728,997,TRAFFIC COLLISION,3006 3030 3028 3101 3401 3701 4017 3037,42,M,A,101,STREET,18200    BERMUDA                      ST,,"(34.2663, -118.5296)",18905,82,1415,,2,87
