DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
130909720,04/28/2013,04/28/2013,0005,09,Van Nuys,0985,997,TRAFFIC COLLISION,3011 3034 3030 3101 3401 3701 4026,,M,O,102,SIDEWALK,MOORPARK                     ST,VAN NUYS                     BL,"(34.1519, -118.4487)",19736,337,676,6,7,83
130915140,08/14/2013,08/14/2013,0005,09,Van Nuys,0937,997,TRAFFIC COLLISION,3006 3030 3037 3101 3401 3701 4026,25,M,H,101,STREET,WOODMAN,ERWIN,"(34.1831, -118.4312)",19729,186,292,,5,70
130912911,07/01/2013,07/01/2013,0005,09,Van Nuys,0911,997,TRAFFIC COLLISION,3004 3030 3037 3101 3401 3701 4026,47,M,O,101,STREET,SEPULVEDA                    BL,KITTRIDGE                    ST,"(34.1903, -118.4662)",19735,227,560,,3,18
130913585,07/15/2013,07/15/2013,0005,09,Van Nuys,0923,997,TRAFFIC COLLISION,3030 3037 3101 3401 3701 4026 3004,54,M,W,101,STREET,VAN NUYS                     BL,VANOWEN                      ST,"(34.1939, -118.4487)",19733,236,290,,3,18
130912800,06/28/2013,06/28/2013,0005,09,Van Nuys,0904,997,TRAFFIC COLLISION,3006 3030 3037 4009 3101 3401 3701,22,F,B,103,ALLEY,14900    SATICOY                      ST,,"(34.2085, -118.4575)",19733,218,581,,3,18
131013954,08/20/2013,08/20/2013,0005,10,West Valley,1027,997,TRAFFIC COLLISION,3006 3037 3025 3101 3401 3701 4026,22,F,W,101,STREET,SHERMAN                      WY,CALDUS                       AV,"(34.2012, -118.5158)",19734,259,243,,3,61
131012071,07/04/2013,07/03/2013,0005,10,West Valley,1029,997,TRAFFIC COLLISION,3006 3101 3401 4010,21,F,O,101,STREET,HART                         ST,WOODLEY                      AV,"(34.1976, -118.4837)",19734,224,300,,3,61
131012285,07/10/2013,07/10/2013,0005,10,West Valley,1034,997,TRAFFIC COLLISION,1501 3004 3030 3101 4021,23,M,O,101,STREET,6200    RESEDA                       BL,,"(34.183, -118.536)",18909,268,305,,4,10
131009251,05/01/2013,05/01/2013,0005,10,West Valley,1035,997,TRAFFIC COLLISION,3004 3036 3034 3101 3401 3701 4026,43,M,B,101,STREET,VANOWEN                      ST,LINDLEY                      AV,"(34.1939, -118.5273)",18909,264,245,,4,12
131005488,02/04/2013,02/03/2013,0005,10,West Valley,1023,997,TRAFFIC COLLISION,0605 3004 3030 3101 3401 3701,,M,O,101,STREET,19000    BASSETT                      ST,,"(34.1955, -118.547)",18909,265,310,,4,12
131007914,03/30/2013,03/29/2013,0005,10,West Valley,1017,997,TRAFFIC COLLISION,3006 3030 3037 3101 3401 3701 4026,58,M,W,101,STREET,SATICOY                      ST,LOUISE                       AV,"(34.2084, -118.5099)",19734,259,243,,3,61
131013061,07/29/2013,07/29/2013,0005,10,West Valley,1041,997,TRAFFIC COLLISION,3030 3037 4026 3004 3101 3401 3701,53,M,W,101,STREET,WILBUR,MIRANDA,"(34.1757, -118.5445)",19339,317,580,,4,10
131017936,11/21/2013,11/21/2013,0005,10,West Valley,1009,997,TRAFFIC COLLISION,1501 3011 3037 3034 3025 3101 3401 3701 4026,,M,W,101,STREET,WOODLEY                      AV,ROSCOE                       BL,"(34.2214, -118.4837)",18914,121,426,,2,88
131110078,04/30/2013,04/30/2013,0005,11,Northeast,1136,997,TRAFFIC COLLISION,3101 3401 3701 3006 3034 3002,40,M,H,101,STREET,EAGLE ROCK,AVENUE 41,"(34.121, -118.2271)",24030,384,373,,9,56
131104181,01/04/2013,01/01/2013,0005,11,Northeast,1162,997,TRAFFIC COLLISION,3401 3701 3011 3030 3032 3101,,M,H,101,STREET,1200 N  HOOVER                       ST,,"(34.0935, -118.2846)",23447,434,1285,,8,58
131118317,10/06/2013,10/06/2013,0005,11,Northeast,1136,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,,M,O,101,STREET,TOLAND                       WY,W  AVENUE 40,"(34.1203, -118.2245)",24030,384,1084,13,11,56
131221144,09/15/2013,09/15/2013,0005,12,77th Street,1243,997,TRAFFIC COLLISION,0605 1300,21,F,H,101,STREET,70TH                         ST,VAN NESS                     AV,"(33.9764, -118.3177)",23678,770,1060,7,14,35
131215200,06/16/2013,06/16/2013,0005,12,77th Street,1219,997,TRAFFIC COLLISION,2004 3028 3101,31,F,B,101,STREET,SLAUSON                      AV,FIGUEROA                     ST,"(33.9892, -118.2827)",23668,745,990,7,13,2
131210571,04/12/2013,04/12/2013,0005,12,77th Street,1241,997,TRAFFIC COLLISION,3006 3028 3030 3101,32,F,B,101,STREET,WEST                         BL,HYDE PARK                    BL,"(33.9806, -118.3352)",23674,1960,1039,7,14,24
131214934,06/12/2013,06/10/2013,0005,12,77th Street,1249,997,TRAFFIC COLLISION,3011 3101 3028,,M,H,101,STREET,GAGE                         AV,FIGUEROA                     ST,"(33.9824, -118.2827)",23675,767,991,7,13,2
131221990,09/28/2013,09/28/2013,0005,12,77th Street,1265,997,TRAFFIC COLLISION,3004 3025 3101,,F,B,101,STREET,MANCHESTER,BUDLONG,"(33.96, -118.2959)",23675,781,1163,7,14,20
131310819,05/07/2013,05/07/2013,0005,13,Newton,1352,997,TRAFFIC COLLISION,1402 0605 3101 3401 3701 3004 3036 3030,21,M,B,101,STREET,VERNON                       AV,CROCKER                      ST,"(34.0039, -118.2685)",22727,716,1342,7,13,
131226707,12/13/2013,12/13/2013,0005,12,77th Street,1211,997,TRAFFIC COLLISION,0605 3006 3028 3030 3101,,M,H,101,STREET,ARLINGTON                    AV,52ND                         ST,"(33.9951, -118.3182)",23674,750,1043,7,14,24
131315124,07/24/2013,07/24/2013,0005,13,Newton,1333,997,TRAFFIC COLLISION,3030 3101 3401 3701 3006,35,M,H,101,STREET,PALOMA,JEFFERSON,"(34.0136, -118.2611)",22727,706,965,7,13,6
131226878,12/16/2013,12/16/2013,0005,12,77th Street,1267,997,TRAFFIC COLLISION,3006 3028 3101,30,F,O,101,STREET,HOOVER                       ST,83RD                         ST,"(33.9637, -118.2871)",23675,783,1005,7,14,45
131307669,03/10/2013,03/10/2013,0005,13,Newton,1385,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 3036,,M,H,101,STREET,CENTRAL                      AV,62ND                         ST,"(33.9834, -118.2564)",22350,1577,94,7,13,
131309125,04/06/2013,04/06/2013,0005,13,Newton,1322,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,20,M,H,101,STREET,23RD                         ST,WALL                         ST,"(34.025, -118.2618)",22727,704,815,7,13,6
131306862,02/25/2013,02/25/2013,0005,13,Newton,1375,997,TRAFFIC COLLISION,3101 3401 3701 3006 3024,,M,O,101,STREET,56TH                         ST,CENTRAL                      AV,"(33.9921, -118.2564)",22727,722,629,7,13,51
131321822,11/20/2013,11/20/2013,0005,13,Newton,1345,997,TRAFFIC COLLISION,3101 3401 3701 3006 3034 3036 3032,,M,W,108,PARKING LOT,S  CENTRAL                      AV,E  34TH                         ST,"(34.0128, -118.2565)",22727,710,892,7,13,6
131408967,03/16/2013,03/16/2013,0005,14,Pacific,1465,997,TRAFFIC COLLISION,4014 3701 3401 3101 3037 3034 3006,76,M,O,101,STREET,JEFFERSON                    BL,W  INGLEWOOD,"(33.9838, -118.4051)",24678,924,1139,10,10,16
131323737,12/27/2013,12/26/2013,0005,13,Newton,1353,997,TRAFFIC COLLISION,3101 3401 3701 3004 3036 3025,,M,H,101,STREET,AVALON                       AV,VERNON                       AV,"(34.0039, -118.2652)",22727,717,893,7,13,
131321429,11/13/2013,11/13/2013,0005,13,Newton,1346,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,21,M,H,101,STREET,43RD                         PL,HOOPER                       AV,"(34.0048, -118.2521)",22727,711,980,7,13,51
131426716,11/04/2013,09/24/2013,0005,14,Pacific,1445,997,TRAFFIC COLLISION,3006 3030 3035 3037 3101 3401 3701 4014,32,M,,101,STREET,12900    ZANJA                        ST,,"(33.9971, -118.4392)",24031,902,1394,10,10,27
131417598,07/06/2013,07/06/2013,0005,14,Pacific,1415,997,TRAFFIC COLLISION,3006 3030 3035 3037 3101 3401 3701 4027,33,M,W,101,STREET,LAKE,FREDERICK,"(33.9999, -118.462)",25073,905,852,10,10,30
131423681,09/29/2013,09/29/2013,0005,14,Pacific,1434,997,TRAFFIC COLLISION,1501 3011 3030 3034 3037 3101 3401 3701 4014,,,,101,STREET,PALMS,BEETHOVEN,"(34.0064, -118.4462)",24031,891,856,10,10,27
131417582,07/06/2013,07/06/2013,0005,14,Pacific,1413,997,TRAFFIC COLLISION,4014 3008 3025 3029 3035 3037 3101 3401 3701,,X,X,101,STREET,4TH                          AV,ROSE                         AV,"(33.9976, -118.4751)",25073,907,1354,10,10,30
131506001,02/08/2013,01/20/2013,0005,15,N Hollywood,1595,997,TRAFFIC COLLISION,3011 3037 3030 3101 3401,35,F,O,101,STREET,3600    ROBERTS VIEW                 PL,,"(34.1362, -118.3876)",8492,351,1353,,5,84
131504257,01/06/2013,01/06/2013,0005,15,N Hollywood,1512,997,TRAFFIC COLLISION,3030 3101 3401 3701 4026 3004 3037,56,M,O,101,STREET,12700    LEMAY                        ST,,"(34.1917, -118.4099)",8889,179,392,,5,70
131513384,06/24/2013,06/22/2013,0005,15,N Hollywood,1525,997,TRAFFIC COLLISION,3011 3030 3037 3101 3401 3701 4026 0605,40,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",SIMPSON                      AV,KITTRIDGE                    ST,"(34.1903, -118.3889)",8889,189,489,,5,13
131510195,04/30/2013,04/30/2013,0005,15,N Hollywood,1523,997,TRAFFIC COLLISION,3026 4015 0605 3004 3036 3101 3401 3701,,,,101,STREET,COLDWATER CA                 AV,VICTORY                      BL,"(34.1849, -118.4095)",8889,187,503,,5,70
131512998,06/18/2013,06/16/2013,0005,15,N Hollywood,1553,997,TRAFFIC COLLISION,4015 3035 3037 3004 3030 3101 3401 3701,,F,W,101,STREET,LAUREL CANYON,RIVERSIDE,"(34.1576, -118.3965)",8890,345,1336,17,5,39
131504904,01/18/2013,01/18/2013,0005,15,N Hollywood,1532,997,TRAFFIC COLLISION,3004 3030 3036 3101 3401 3701,20,F,H,101,STREET,12400    VICTORY                      BL,,"(34.1867, -118.4032)",8889,188,406,,5,70
131429781,12/26/2013,12/26/2013,0005,14,Pacific,1432,997,TRAFFIC COLLISION,3006 3035 3037 3101 3401 3701 4027 1402,,,,101,STREET,PALMS,ELECTRIC,"(33.9909, -118.4633)",25073,910,851,10,10,30
131520291,10/26/2013,10/26/2013,0005,15,N Hollywood,1589,997,TRAFFIC COLLISION,3004 3037 3025 3101 3401 3701 4026,55,M,H,101,STREET,FOREST LAWN                  DR,BARHAM                       AV,"(34.1432, -118.3414)",24033,407,1198,,7,82
131604004,01/01/2013,01/01/2013,0005,16,Foothill,1654,997,TRAFFIC COLLISION,3011 3034 3025 4026 3101 3401 3701,,M,B,101,STREET,OSBORNE                      ST,NORRIS                       AV,"(34.2582, -118.404)",18907,33,330,,1,11
131605383,02/05/2013,02/05/2013,0005,16,Foothill,1656,997,TRAFFIC COLLISION,3032 3102 4026 3004 3030 3401 3701,,M,W,101,STREET,FOOTHILL                     BL,ORO VISTA                    AV,"(34.2597, -118.3158)",3221,13,1511,18,1,7
131522763,12/09/2013,12/09/2013,0005,15,N Hollywood,1501,997,TRAFFIC COLLISION,3006 3030 3101 3401 3701 4026,45,M,O,101,STREET,AMPERE                       AV,KESWICK                      ST,"(34.2128, -118.4179)",8888,163,463,,5,71
131706497,02/24/2013,02/24/2013,0005,17,Devonshire,1749,997,TRAFFIC COLLISION,3036 3034 3025 4026 3004 3101 3401 3701,40,F,B,101,STREET,HASKELL                      AV,CHATSWORTH                   ST,"(34.2646, -118.4761)",19329,75,394,,2,79
131617165,12/02/2013,12/02/2013,0005,16,Foothill,1684,997,TRAFFIC COLLISION,3011 3030 3034 3028 3037 3101 3401 3701 4026,32,M,H,101,STREET,ROSCOE                       BL,LANKERSHIM,"(34.2225, -118.3878)",8888,161,264,,3,14
131616607,11/13/2013,11/10/2013,0005,16,Foothill,1655,997,TRAFFIC COLLISION,3011 3030 3037 3034 3028 3101 3401 3701 4026,47,M,H,101,STREET,SUNLAND                      BL,RANCHO CABALLO,"(34.2519, -118.3456)",3221,10,1373,8,1,9
131616759,11/17/2013,11/17/2013,0005,16,Foothill,1685,997,TRAFFIC COLLISION,3004 3030 3101 3401 3701 4016,,M,O,101,STREET,8600    TELFAIR                      AV,,"(34.2255, -118.3853)",19335,162,272,,3,21
131617592,12/12/2013,11/28/2013,0005,16,Foothill,1685,997,TRAFFIC COLLISION,3006 3030 3036 3101 3401 3701 4016,,M,O,101,STREET,STRATHERN,VINELAND,"(34.2157, -118.3703)",19335,166,483,,3,21
131612620,08/05/2013,08/05/2013,0005,16,Foothill,1653,997,TRAFFIC COLLISION,3006 3037 3030 3101 3401 3701 4026,22,F,H,101,STREET,DEBELL,TELFAIR,"(34.2472, -118.4082)",18907,34,451,,1,11
131617166,12/02/2013,12/02/2013,0005,16,Foothill,1684,997,TRAFFIC COLLISION,,32,M,H,101,STREET,11700    ROSCOE                       BL,,"(34.2225, -118.3878)",8888,161,264,,3,14
131705136,01/26/2013,01/26/2013,0005,17,Devonshire,1754,997,TRAFFIC COLLISION,3008 4017 3036 3026 3101 3401 3701,22,M,W,101,STREET,DEVONSHIRE                   ST,RESEDA                       BL,"(34.2573, -118.5361)",18905,82,1537,,2,77
131713191,07/17/2013,07/14/2013,0005,17,Devonshire,1782,997,TRAFFIC COLLISION,3011 3037 3034 3026 4026 3101 3401 3701,,M,H,101,STREET,NORDHOFF,QUARTZ,"(34.232, -118.5647)",18513,101,1426,,2,43
131808860,04/15/2013,04/14/2013,0005,18,Southeast,1864,997,TRAFFIC COLLISION,3029 3004 3026 3101,53,M,B,101,STREET,CENTRAL                      AV,IMPERIAL                     HY,"(33.9295, -118.2543)",24354,809,1193,7,15,
131805236,01/27/2013,01/27/2013,0005,18,Southeast,1842,997,TRAFFIC COLLISION,3004 3028 3101,45,M,H,101,STREET,108TH                        ST,S  MAIN                         ST,"(33.9383, -118.2739)",24355,812,704,7,14,45
131811494,06/09/2013,06/08/2013,0005,18,Southeast,1844,997,TRAFFIC COLLISION,,,M,H,101,STREET,IMPERIAL                     HY,STANFORD                     AV,"(33.9309, -118.2621)",24354,809,1194,7,15,53
131916403,07/28/2013,07/28/2013,0005,19,Mission,1962,997,TRAFFIC COLLISION,3011 3037 3101 3401 3701 4026,,M,O,101,STREET,9300    NOBLE                        AV,,"(34.2392, -118.461)",18914,114,415,,1,73
131916741,08/04/2013,08/04/2013,0005,19,Mission,1918,997,TRAFFIC COLLISION,3006 3101 3401 3701 4026,28,F,H,101,STREET,HARDING                      ST,COMETA                       AV,"(34.2994, -118.4259)",18910,42,285,,1,47
131915101,07/04/2013,07/04/2013,0005,19,Mission,1934,997,TRAFFIC COLLISION,3004 3036 3034 3028 3101 3401 3701 4026,,M,W,101,STREET,SEPULVEDA,RINALDI,"(34.2791, -118.4688)",19330,67,302,,1,4
131915927,07/21/2013,07/21/2013,0005,19,Mission,1918,997,TRAFFIC COLLISION,3004 3030 3037 3101 3401 3701 4026,46,F,H,101,STREET,HUBBARD                      ST,FOOTHILL                     BL,"(34.3075, -118.4303)",18912,42,1307,,1,47
131920643,10/05/2013,10/05/2013,0005,19,Mission,1902,997,TRAFFIC COLLISION,3006 3030 3037 3101 3401 3701 4026,33,F,H,101,STREET,DRONFIELD                    AV,COBALT                       ST,"(34.321, -118.4542)",18912,45,293,,1,47
131918569,09/01/2013,08/28/2013,0005,19,Mission,1918,997,TRAFFIC COLLISION,3012 3101 3401 3701 4019,48,M,H,104,DRIVEWAY,13600    FOOTHILL                     BL,,"(34.307, -118.4297)",18912,42,285,,1,47
131909197,03/29/2013,03/29/2013,0005,19,Mission,1945,997,TRAFFIC COLLISION,3006 3030 3037 3101 3401 3701 4019,23,M,A,101,STREET,CHATSWORTH                   ST,LEMONA                       AV,"(34.2645, -118.4586)",19330,74,398,,1,4
132007010,03/07/2013,03/07/2013,0005,20,Olympic,2076,997,TRAFFIC COLLISION,3026 3034 3037 3101 3401 3701 4027 3003,54,F,H,101,STREET,VENICE                       BL,VERMONT                      AV,"(34.0443, -118.2916)",22723,673,923,,11,8
132004530,01/12/2013,01/12/2013,0005,20,Olympic,2024,997,TRAFFIC COLLISION,,29,F,K,101,STREET,HARVARD                      BL,WILSHIRE                     BL,"(34.0617, -118.3041)",22726,606,638,,12,89
132011923,06/14/2013,06/14/2013,0005,20,Olympic,2099,997,TRAFFIC COLLISION,0605 3006 3030 3035 3037 3101 3401 3701 4020,,F,H,101,STREET,20TH                         ST,ARAPAHOE,"(34.0382, -118.2847)",22724,681,1282,,11,8
132009519,04/29/2013,04/29/2013,0005,20,Olympic,2014,997,TRAFFIC COLLISION,3011 3030 3101 4027 3035 3037 3401 3701,49,F,H,101,STREET,NORMANDIE,2ND,"(34.0712, -118.3004)",22721,586,878,,12,89
132007008,03/07/2013,03/07/2013,0005,20,Olympic,2069,997,TRAFFIC COLLISION,3029 3026 3036 3101 3401 3701 4027 3004 3035,22,M,H,101,STREET,VERMONT,OLYMPIC,"(34.0509, -118.2916)",22723,622,479,,11,8
132108171,04/05/2013,04/05/2013,0005,21,Topanga,2172,997,TRAFFIC COLLISION,3101 3401 4021 1501 3004 3030 3701,32,M,W,101,STREET,LONG VALLEY                  RD,VALLEY CIRCLE                BL,"(34.167, -118.6424)",19347,303,1483,,4,49
132012794,07/04/2013,07/04/2013,0005,20,Olympic,2015,997,TRAFFIC COLLISION,3006 3030 3035 3037 3101 3401 3701 4027,99,M,X,101,STREET,BEVERLY                      BL,JUANITA                      AV,"(34.0764, -118.2905)",22721,455,507,16,8,80
132019994,12/06/2013,12/06/2013,0005,20,Olympic,2093,997,TRAFFIC COLLISION,3004 3025 3035 3036 3101 3401 3701 4027,25,F,B,101,STREET,WESTERN                      AV,20TH                         ST,"(34.0389, -118.309)",23079,678,898,,12,19
132017548,10/13/2013,10/13/2013,0005,20,Olympic,2013,997,TRAFFIC COLLISION,0605 4020 3004 3030 3035 3037 3101 3401 3701,21,M,W,101,STREET,WESTERN                      AV,BEVERLY                      BL,"(34.0763, -118.3091)",22721,451,1125,,12,89
132019513,11/24/2013,11/24/2013,0005,20,Olympic,2015,997,TRAFFIC COLLISION,4027 3004 3026 3035 3037 3101 3401 3701,58,M,H,101,STREET,BEVERLY                      BL,CATALINA                     ST,"(34.0763, -118.2954)",22721,582,936,16,8,89
132019032,11/14/2013,11/14/2013,0005,20,Olympic,2053,997,TRAFFIC COLLISION,3004 3030 3035 3037 3101 3401 3701 4027,26,M,A,101,STREET,HARVARD                      BL,OLYMPIC                      BL,"(34.0526, -118.3042)",22723,617,646,,12,89
132017049,10/02/2013,10/02/2013,0005,20,Olympic,2027,997,TRAFFIC COLLISION,3011 3034 3035 3037 3103 3401 3701 4027,,M,O,101,STREET,WILSHIRE                     BL,NEW HAMPSHIRE                AV,"(34.0618, -118.2929)",22722,597,1316,,12,89
132018507,11/03/2013,11/03/2013,0005,20,Olympic,2083,997,TRAFFIC COLLISION,4027 3004 3025 3035 3036 3101 3401 3701,21,M,B,101,STREET,VENICE                       BL,WESTERN                      AV,"(34.0436, -118.309)",22723,675,897,,12,19
132118064,11/09/2013,11/09/2013,0005,21,Topanga,2169,997,TRAFFIC COLLISION,3011 3030 3037 3032 3101 3401 3701 4026,74,M,W,104,DRIVEWAY,OAKDALE                      AV,HATTERAS                     ST,"(34.1758, -118.5657)",19347,317,336,,4,49
132110431,05/25/2013,05/25/2013,0005,21,Topanga,2111,997,TRAFFIC COLLISION,1501 4021 3004 3036 3026 3101 3401 3701,,M,X,101,STREET,FALLBROOK                    AV,SATICOY                      ST,"(34.2083, -118.6234)",4279,277,265,,2,44
132110018,05/16/2013,05/16/2013,0005,21,Topanga,2103,997,TRAFFIC COLLISION,3004 1501 3026 3101 3401 3701 4021,25,M,O,101,STREET,PARTHENIA                    ST,TOPANGA CANYON               BL,"(34.2282, -118.6042)",4279,92,1423,,2,44
132114926,09/02/2013,09/02/2013,0005,21,Topanga,2125,997,TRAFFIC COLLISION,3011 3037 3026 3034 3101 3401 3701 4026,,F,O,101,STREET,SATICOY                      ST,REMMET                       AV,"(34.2083, -118.6003)",4279,281,887,,4,37
132114368,08/21/2013,08/21/2013,0005,21,Topanga,2185,997,TRAFFIC COLLISION,3004 3036 3025 3101 3401 3701 4026,57,M,W,101,STREET,TOPANGA,VENTURA,"(34.1685, -118.6058)",19347,309,1489,6,4,49
132116480,10/06/2013,10/06/2013,0005,21,Topanga,2128,997,TRAFFIC COLLISION,3004 3030 3036 3101 3401 3701 4026,23,M,H,101,STREET,WINNETKA                     AV,SATICOY                      ST,"(34.2084, -118.571)",4282,273,1543,,4,66
140108425,03/08/2014,03/08/2014,0005,01,Central,0159,997,TRAFFIC COLLISION,3101 3401 3701 3030 3036 3004,48,M,W,101,STREET,HEWITT,4TH,"(34.0436, -118.2354)",23074,533,1287,,9,28
140122698,10/04/2014,10/04/2014,0005,01,Central,0119,997,TRAFFIC COLLISION,3101 3401 3701 3026 3004,54,F,H,101,STREET,VIGNES,CESAR E CHAVEZ,"(34.0566, -118.2319)",22728,532,1322,,9,
140208122,03/24/2014,03/24/2014,0005,02,Rampart,0249,997,TRAFFIC COLLISION,3101 3401 3701 3004 3025 3029,25,M,H,101,STREET,3RD                          ST,LUCAS                        ST,"(34.0583, -118.2616)",23444,565,847,54,11,67
140211515,05/26/2014,05/26/2014,0005,02,Rampart,0212,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,24,F,X,101,STREET,MIDDLEBURY                   ST,WESTMORELAND                 AV,"(34.0798, -118.288)",22721,455,507,16,8,58
140311247,05/06/2014,05/06/2014,0005,03,Southwest,0337,997,TRAFFIC COLLISION,,99,M,O,101,STREET,71ST                         ST,NORMANDIE                    AV,"(33.9754, -118.3003)",23678,772,1054,7,14,35
140307716,03/08/2014,03/08/2014,0005,03,Southwest,0312,997,TRAFFIC COLLISION,3028 3030 3101 3011,99,M,O,101,STREET,LA BREA                      AV,ADAMS                        BL,"(34.0325, -118.3519)",23077,665,986,,12,17
140309588,04/08/2014,04/08/2014,0005,03,Southwest,0392,997,TRAFFIC COLLISION,3004 3028 3030 3101,28,M,B,101,STREET,49TH                         ST,4TH                          AV,"(33.9993, -118.3244)",23674,750,1045,7,14,24
140324039,11/19/2014,11/18/2014,0005,03,Southwest,0395,997,TRAFFIC COLLISION,4025 3034 3004 3025 3101,21,F,H,101,STREET,WESTERN                      AV,42ND                         PL,"(34.0064, -118.3089)",24027,732,1013,7,14,35
140323351,11/08/2014,11/08/2014,0005,03,Southwest,0317,997,TRAFFIC COLLISION,3004 3028 3030 3101 4003,52,M,K,101,STREET,NORMANDIE                    AV,22ND                         ST,"(34.0349, -118.2959)",22724,680,907,7,14,32
140320545,09/28/2014,09/28/2014,0005,03,Southwest,0376,997,TRAFFIC COLLISION,4025 3004 3028 3030 3101,,F,B,101,STREET,39TH                         ST,WESTERN                      AV,"(34.0146, -118.3089)",24027,730,1011,7,14,32
140322945,11/02/2014,11/02/2014,0005,03,Southwest,0329,997,TRAFFIC COLLISION,4025 3024 3102 3004 3032,,F,B,108,PARKING LOT,FIGUEROA                     ST,30TH                         ST,"(34.0251, -118.278)",22724,701,967,7,13,32
140320725,10/01/2014,10/01/2014,0005,03,Southwest,0328,997,TRAFFIC COLLISION,3028 3030 4025 3004 3101,25,M,H,101,STREET,28TH                         ST,FIGUEROA                     ST,"(34.0264, -118.278)",22724,701,967,7,13,32
140405337,02/03/2014,02/03/2014,0005,04,Hollenbeck,0453,997,TRAFFIC COLLISION,3101 3401 3701 3011 3030,,M,X,101,STREET,STATE                        ST,BRIDGE                       ST,"(34.052, -118.2144)",23450,511,1033,,9,38
140323856,11/16/2014,11/16/2014,0005,03,Southwest,0395,997,TRAFFIC COLLISION,3003 3025 3029 3101 4003,34,F,H,101,STREET,WESTERN,VERNON,"(34.0037, -118.3089)",24027,742,1048,7,14,35
140404071,01/03/2014,01/03/2014,0005,04,Hollenbeck,0489,997,TRAFFIC COLLISION,3101 3401 3701 3006 3025 3030,40,M,H,101,STREET,GLENN                        AV,CAMULOS                      PL,"(34.0256, -118.2178)",23441,529,961,,9,38
140410341,06/14/2014,06/14/2014,0005,04,Hollenbeck,0469,997,TRAFFIC COLLISION,3101 3401 3701 3004 3029 3026,,M,H,101,STREET,4TH                          ST,LORENA                       ST,"(34.034, -118.1969)",24028,516,954,,9,38
140412471,08/04/2014,08/04/2014,0005,04,Hollenbeck,0478,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030 3104,47,M,H,101,STREET,900 S  CONCORD                      ST,,"(34.0281, -118.2032)",23441,525,957,,9,38
140408582,04/28/2014,04/27/2014,0005,04,Hollenbeck,0411,997,TRAFFIC COLLISION,3101 3401 3701 3004 3036 3026,23,M,H,101,STREET,BROADWAY,AVENUE 20,"(34.0726, -118.2201)",23448,492,943,1,11,1
140407044,03/19/2014,03/19/2014,0005,04,Hollenbeck,0497,997,TRAFFIC COLLISION,3101 3401 3701 3004 3030 3036,32,M,H,101,STREET,S  LORENA                       ST,GRANDE VISTA                 AV,"(34.0167, -118.2092)",23441,530,961,,9,38
140412029,07/24/2014,07/24/2014,0005,04,Hollenbeck,0443,997,TRAFFIC COLLISION,3101 3401 3701 3004 3026 3602,32,F,H,101,STREET,N  STATE                        ST,MARENGO                      ST,"(34.0578, -118.2102)",23450,510,488,,9,38
140410888,06/27/2014,06/27/2014,0005,04,Hollenbeck,0427,997,TRAFFIC COLLISION,3101 3401 3701 3006 3030,,F,H,101,STREET,ONEIL,BEAGLE                       ST,"(34.0804, -118.1908)",23449,500,614,,9,91
140418188,12/21/2014,12/21/2014,0005,04,Hollenbeck,0429,997,TRAFFIC COLLISION,3101 3401 3701 3011 3034 3036,99,M,O,101,STREET,MAYCREST                     AV,HUNTINGTON                   DR,"(34.0931, -118.1608)",23449,502,609,,9,91
140406717,03/11/2014,03/11/2014,0005,04,Hollenbeck,0467,997,TRAFFIC COLLISION,3101 3401 3701 3004 3036 3030,51,M,H,101,STREET,3RD                          ST,FICKETT                      ST,"(34.0397, -118.2075)",23450,520,239,,9,38
140512747,07/30/2014,07/30/2014,0005,05,Harbor,0511,997,TRAFFIC COLLISION,3006 3030 4025 3028 3101,66,F,H,101,STREET,PRESIDENT,257TH,"(33.7905, -118.3043)",26327,949,1309,,15,29
140504967,01/25/2014,01/25/2014,0005,05,Harbor,0566,997,TRAFFIC COLLISION,3002 3011 3028 3102,30,M,H,101,STREET,PACIFIC                      AV,9TH                          ST,"(33.7361, -118.2879)",3342,979,1271,,15,36
140506148,02/23/2014,02/23/2014,0005,05,Harbor,0562,997,TRAFFIC COLLISION,3011 3028 3101,99,M,W,101,STREET,13TH,AVERILL,"(33.7325, -118.3078)",3343,978,1450,,15,25
140616387,07/28/2014,07/28/2014,0005,06,Hollywood,0645,997,TRAFFIC COLLISION,3004 3028 3030 3035 3037 3101 3401 3701 4006,43,M,W,101,STREET,SUNSET                       BL,LA BREA                      AV,"(34.098, -118.3441)",23446,414,1303,,8,34
140605518,01/27/2014,01/26/2014,0005,06,Hollywood,0648,997,TRAFFIC COLLISION,0605 4006 3006 3025 3035 3037 3101 3401 3701,46,M,W,101,STREET,HOBART                       BL,SUNSET                       BL,"(34.0981, -118.3056)",23445,428,456,16,8,58
